# ucsc	ensembl	genbank	refseq
chr1	1	CM008168.2	NC_037328.1
chrUn_NW_020191396v1	NKLS02001312.1	NKLS02001312.1	NW_020191396.1
chrUn_NW_020191397v1	NKLS02001313.1	NKLS02001313.1	NW_020191397.1
chrUn_NW_020191398v1	NKLS02001314.1	NKLS02001314.1	NW_020191398.1
chrUn_NW_020191399v1	NKLS02001315.1	NKLS02001315.1	NW_020191399.1
chrUn_NW_020191400v1	NKLS02001316.1	NKLS02001316.1	NW_020191400.1
chrUn_NW_020191401v1	NKLS02001317.1	NKLS02001317.1	NW_020191401.1
chrUn_NW_020191402v1	NKLS02001318.1	NKLS02001318.1	NW_020191402.1
chrUn_NW_020191403v1	NKLS02001319.1	NKLS02001319.1	NW_020191403.1
chrUn_NW_020191404v1	NKLS02001320.1	NKLS02001320.1	NW_020191404.1
chrUn_NW_020191405v1	NKLS02001321.1	NKLS02001321.1	NW_020191405.1
chrUn_NW_020191406v1	NKLS02001322.1	NKLS02001322.1	NW_020191406.1
chrUn_NW_020191407v1	NKLS02001323.1	NKLS02001323.1	NW_020191407.1
chrUn_NW_020191408v1	NKLS02001324.1	NKLS02001324.1	NW_020191408.1
chrUn_NW_020191409v1	NKLS02001325.1	NKLS02001325.1	NW_020191409.1
chrUn_NW_020191410v1	NKLS02001326.1	NKLS02001326.1	NW_020191410.1
chrUn_NW_020191411v1	NKLS02001327.1	NKLS02001327.1	NW_020191411.1
chrUn_NW_020191412v1	NKLS02001328.1	NKLS02001328.1	NW_020191412.1
chrUn_NW_020191413v1	NKLS02001329.1	NKLS02001329.1	NW_020191413.1
chrUn_NW_020191414v1	NKLS02001330.1	NKLS02001330.1	NW_020191414.1
chrUn_NW_020191415v1	NKLS02001331.1	NKLS02001331.1	NW_020191415.1
chrUn_NW_020191416v1	NKLS02001332.1	NKLS02001332.1	NW_020191416.1
chrUn_NW_020191417v1	NKLS02001333.1	NKLS02001333.1	NW_020191417.1
chrUn_NW_020191418v1	NKLS02001334.1	NKLS02001334.1	NW_020191418.1
chrUn_NW_020191419v1	NKLS02001335.1	NKLS02001335.1	NW_020191419.1
chrUn_NW_020191420v1	NKLS02001336.1	NKLS02001336.1	NW_020191420.1
chrUn_NW_020191421v1	NKLS02001337.1	NKLS02001337.1	NW_020191421.1
chrUn_NW_020191422v1	NKLS02001338.1	NKLS02001338.1	NW_020191422.1
chrUn_NW_020191423v1	NKLS02001339.1	NKLS02001339.1	NW_020191423.1
chrUn_NW_020191424v1	NKLS02001340.1	NKLS02001340.1	NW_020191424.1
chrUn_NW_020191425v1	NKLS02001341.1	NKLS02001341.1	NW_020191425.1
chrUn_NW_020191426v1	NKLS02001342.1	NKLS02001342.1	NW_020191426.1
chrUn_NW_020191427v1	NKLS02001343.1	NKLS02001343.1	NW_020191427.1
chrUn_NW_020191428v1	NKLS02001344.1	NKLS02001344.1	NW_020191428.1
chrUn_NW_020191429v1	NKLS02001345.1	NKLS02001345.1	NW_020191429.1
chrUn_NW_020191430v1	NKLS02001346.1	NKLS02001346.1	NW_020191430.1
chrUn_NW_020191431v1	NKLS02001347.1	NKLS02001347.1	NW_020191431.1
chrUn_NW_020191432v1	NKLS02001348.1	NKLS02001348.1	NW_020191432.1
chrUn_NW_020191433v1	NKLS02001349.1	NKLS02001349.1	NW_020191433.1
chrUn_NW_020191434v1	NKLS02001350.1	NKLS02001350.1	NW_020191434.1
chrUn_NW_020191435v1	NKLS02001351.1	NKLS02001351.1	NW_020191435.1
chrUn_NW_020191436v1	NKLS02001352.1	NKLS02001352.1	NW_020191436.1
chrUn_NW_020191437v1	NKLS02001353.1	NKLS02001353.1	NW_020191437.1
chrUn_NW_020191438v1	NKLS02001354.1	NKLS02001354.1	NW_020191438.1
chrUn_NW_020191439v1	NKLS02001355.1	NKLS02001355.1	NW_020191439.1
chrUn_NW_020191440v1	NKLS02001356.1	NKLS02001356.1	NW_020191440.1
chrUn_NW_020191441v1	NKLS02001357.1	NKLS02001357.1	NW_020191441.1
chrUn_NW_020191442v1	NKLS02001358.1	NKLS02001358.1	NW_020191442.1
chrUn_NW_020191443v1	NKLS02001359.1	NKLS02001359.1	NW_020191443.1
chrUn_NW_020191444v1	NKLS02001360.1	NKLS02001360.1	NW_020191444.1
chrUn_NW_020191445v1	NKLS02001361.1	NKLS02001361.1	NW_020191445.1
chrUn_NW_020191446v1	NKLS02001362.1	NKLS02001362.1	NW_020191446.1
chrUn_NW_020191447v1	NKLS02001363.1	NKLS02001363.1	NW_020191447.1
chrUn_NW_020191448v1	NKLS02001364.1	NKLS02001364.1	NW_020191448.1
chrUn_NW_020191449v1	NKLS02001365.1	NKLS02001365.1	NW_020191449.1
chrUn_NW_020191450v1	NKLS02001366.1	NKLS02001366.1	NW_020191450.1
chrUn_NW_020191451v1	NKLS02001367.1	NKLS02001367.1	NW_020191451.1
chrUn_NW_020191452v1	NKLS02001368.1	NKLS02001368.1	NW_020191452.1
chrUn_NW_020191453v1	NKLS02001369.1	NKLS02001369.1	NW_020191453.1
chrUn_NW_020191454v1	NKLS02001370.1	NKLS02001370.1	NW_020191454.1
chrUn_NW_020191455v1	NKLS02001371.1	NKLS02001371.1	NW_020191455.1
chrUn_NW_020191456v1	NKLS02001372.1	NKLS02001372.1	NW_020191456.1
chrUn_NW_020191457v1	NKLS02001373.1	NKLS02001373.1	NW_020191457.1
chrUn_NW_020191458v1	NKLS02001374.1	NKLS02001374.1	NW_020191458.1
chrUn_NW_020191459v1	NKLS02001375.1	NKLS02001375.1	NW_020191459.1
chrUn_NW_020191460v1	NKLS02001376.1	NKLS02001376.1	NW_020191460.1
chrUn_NW_020191461v1	NKLS02001377.1	NKLS02001377.1	NW_020191461.1
chrUn_NW_020191462v1	NKLS02001378.1	NKLS02001378.1	NW_020191462.1
chrUn_NW_020191463v1	NKLS02001379.1	NKLS02001379.1	NW_020191463.1
chrUn_NW_020191464v1	NKLS02001380.1	NKLS02001380.1	NW_020191464.1
chrUn_NW_020191465v1	NKLS02001381.1	NKLS02001381.1	NW_020191465.1
chrUn_NW_020191466v1	NKLS02001382.1	NKLS02001382.1	NW_020191466.1
chrUn_NW_020191467v1	NKLS02001383.1	NKLS02001383.1	NW_020191467.1
chrUn_NW_020191468v1	NKLS02001384.1	NKLS02001384.1	NW_020191468.1
chrUn_NW_020191469v1	NKLS02001385.1	NKLS02001385.1	NW_020191469.1
chrUn_NW_020191470v1	NKLS02001386.1	NKLS02001386.1	NW_020191470.1
chrUn_NW_020191471v1	NKLS02001387.1	NKLS02001387.1	NW_020191471.1
chrUn_NW_020191472v1	NKLS02001388.1	NKLS02001388.1	NW_020191472.1
chrUn_NW_020191473v1	NKLS02001389.1	NKLS02001389.1	NW_020191473.1
chrUn_NW_020191474v1	NKLS02001390.1	NKLS02001390.1	NW_020191474.1
chrUn_NW_020191475v1	NKLS02001391.1	NKLS02001391.1	NW_020191475.1
chrUn_NW_020191476v1	NKLS02001392.1	NKLS02001392.1	NW_020191476.1
chrUn_NW_020191477v1	NKLS02001393.1	NKLS02001393.1	NW_020191477.1
chrUn_NW_020191478v1	NKLS02001394.1	NKLS02001394.1	NW_020191478.1
chrUn_NW_020191479v1	NKLS02001395.1	NKLS02001395.1	NW_020191479.1
chrUn_NW_020191480v1	NKLS02001396.1	NKLS02001396.1	NW_020191480.1
chrUn_NW_020191481v1	NKLS02001397.1	NKLS02001397.1	NW_020191481.1
chrUn_NW_020191482v1	NKLS02001398.1	NKLS02001398.1	NW_020191482.1
chrUn_NW_020191483v1	NKLS02001399.1	NKLS02001399.1	NW_020191483.1
chrUn_NW_020191484v1	NKLS02001400.1	NKLS02001400.1	NW_020191484.1
chrUn_NW_020191485v1	NKLS02001401.1	NKLS02001401.1	NW_020191485.1
chrUn_NW_020191486v1	NKLS02001402.1	NKLS02001402.1	NW_020191486.1
chrUn_NW_020191487v1	NKLS02001403.1	NKLS02001403.1	NW_020191487.1
chrUn_NW_020191488v1	NKLS02001404.1	NKLS02001404.1	NW_020191488.1
chrUn_NW_020191489v1	NKLS02001405.1	NKLS02001405.1	NW_020191489.1
chrUn_NW_020191490v1	NKLS02001406.1	NKLS02001406.1	NW_020191490.1
chrUn_NW_020191491v1	NKLS02001407.1	NKLS02001407.1	NW_020191491.1
chrUn_NW_020191492v1	NKLS02001408.1	NKLS02001408.1	NW_020191492.1
chrUn_NW_020191493v1	NKLS02001409.1	NKLS02001409.1	NW_020191493.1
chrUn_NW_020191494v1	NKLS02001410.1	NKLS02001410.1	NW_020191494.1
chrUn_NW_020191495v1	NKLS02001411.1	NKLS02001411.1	NW_020191495.1
chrUn_NW_020191496v1	NKLS02001412.1	NKLS02001412.1	NW_020191496.1
chrUn_NW_020191497v1	NKLS02001413.1	NKLS02001413.1	NW_020191497.1
chrUn_NW_020191498v1	NKLS02001414.1	NKLS02001414.1	NW_020191498.1
chrUn_NW_020191499v1	NKLS02001415.1	NKLS02001415.1	NW_020191499.1
chrUn_NW_020191500v1	NKLS02001416.1	NKLS02001416.1	NW_020191500.1
chrUn_NW_020191501v1	NKLS02001417.1	NKLS02001417.1	NW_020191501.1
chrUn_NW_020191502v1	NKLS02001418.1	NKLS02001418.1	NW_020191502.1
chrUn_NW_020191503v1	NKLS02001419.1	NKLS02001419.1	NW_020191503.1
chrUn_NW_020191504v1	NKLS02001420.1	NKLS02001420.1	NW_020191504.1
chrUn_NW_020191505v1	NKLS02001421.1	NKLS02001421.1	NW_020191505.1
chrUn_NW_020191506v1	NKLS02001422.1	NKLS02001422.1	NW_020191506.1
chrUn_NW_020191507v1	NKLS02001423.1	NKLS02001423.1	NW_020191507.1
chrUn_NW_020191508v1	NKLS02001424.1	NKLS02001424.1	NW_020191508.1
chrUn_NW_020191509v1	NKLS02001425.1	NKLS02001425.1	NW_020191509.1
chrUn_NW_020191510v1	NKLS02001426.1	NKLS02001426.1	NW_020191510.1
chrUn_NW_020191511v1	NKLS02001427.1	NKLS02001427.1	NW_020191511.1
chrUn_NW_020191512v1	NKLS02001428.1	NKLS02001428.1	NW_020191512.1
chrUn_NW_020191513v1	NKLS02001429.1	NKLS02001429.1	NW_020191513.1
chrUn_NW_020191514v1	NKLS02001430.1	NKLS02001430.1	NW_020191514.1
chrUn_NW_020191515v1	NKLS02001431.1	NKLS02001431.1	NW_020191515.1
chrUn_NW_020191516v1	NKLS02001432.1	NKLS02001432.1	NW_020191516.1
chrUn_NW_020191517v1	NKLS02001433.1	NKLS02001433.1	NW_020191517.1
chrUn_NW_020191518v1	NKLS02001434.1	NKLS02001434.1	NW_020191518.1
chrUn_NW_020191519v1	NKLS02001435.1	NKLS02001435.1	NW_020191519.1
chrUn_NW_020191520v1	NKLS02001436.1	NKLS02001436.1	NW_020191520.1
chrUn_NW_020191521v1	NKLS02001437.1	NKLS02001437.1	NW_020191521.1
chrUn_NW_020191522v1	NKLS02001438.1	NKLS02001438.1	NW_020191522.1
chrUn_NW_020191523v1	NKLS02001439.1	NKLS02001439.1	NW_020191523.1
chrUn_NW_020191524v1	NKLS02001440.1	NKLS02001440.1	NW_020191524.1
chrUn_NW_020191525v1	NKLS02001441.1	NKLS02001441.1	NW_020191525.1
chrUn_NW_020191526v1	NKLS02001442.1	NKLS02001442.1	NW_020191526.1
chrUn_NW_020191527v1	NKLS02001443.1	NKLS02001443.1	NW_020191527.1
chrUn_NW_020191528v1	NKLS02001444.1	NKLS02001444.1	NW_020191528.1
chrUn_NW_020191529v1	NKLS02001445.1	NKLS02001445.1	NW_020191529.1
chrUn_NW_020191530v1	NKLS02001446.1	NKLS02001446.1	NW_020191530.1
chrUn_NW_020191531v1	NKLS02001447.1	NKLS02001447.1	NW_020191531.1
chrUn_NW_020191532v1	NKLS02001448.1	NKLS02001448.1	NW_020191532.1
chrUn_NW_020191533v1	NKLS02001449.1	NKLS02001449.1	NW_020191533.1
chrUn_NW_020191534v1	NKLS02001450.1	NKLS02001450.1	NW_020191534.1
chrUn_NW_020191535v1	NKLS02001451.1	NKLS02001451.1	NW_020191535.1
chrUn_NW_020191536v1	NKLS02001452.1	NKLS02001452.1	NW_020191536.1
chrUn_NW_020191537v1	NKLS02001453.1	NKLS02001453.1	NW_020191537.1
chrUn_NW_020191538v1	NKLS02001454.1	NKLS02001454.1	NW_020191538.1
chrUn_NW_020191539v1	NKLS02001455.1	NKLS02001455.1	NW_020191539.1
chrUn_NW_020191540v1	NKLS02001456.1	NKLS02001456.1	NW_020191540.1
chrUn_NW_020191541v1	NKLS02001457.1	NKLS02001457.1	NW_020191541.1
chrUn_NW_020191542v1	NKLS02001458.1	NKLS02001458.1	NW_020191542.1
chrUn_NW_020191543v1	NKLS02001459.1	NKLS02001459.1	NW_020191543.1
chrUn_NW_020191544v1	NKLS02001460.1	NKLS02001460.1	NW_020191544.1
chrUn_NW_020191545v1	NKLS02001461.1	NKLS02001461.1	NW_020191545.1
chrUn_NW_020191546v1	NKLS02001462.1	NKLS02001462.1	NW_020191546.1
chrUn_NW_020191547v1	NKLS02001463.1	NKLS02001463.1	NW_020191547.1
chrUn_NW_020191548v1	NKLS02001464.1	NKLS02001464.1	NW_020191548.1
chrUn_NW_020191549v1	NKLS02001465.1	NKLS02001465.1	NW_020191549.1
chrUn_NW_020191550v1	NKLS02001466.1	NKLS02001466.1	NW_020191550.1
chrUn_NW_020191551v1	NKLS02001467.1	NKLS02001467.1	NW_020191551.1
chrUn_NW_020191552v1	NKLS02001468.1	NKLS02001468.1	NW_020191552.1
chrUn_NW_020191553v1	NKLS02001469.1	NKLS02001469.1	NW_020191553.1
chrUn_NW_020191554v1	NKLS02001470.1	NKLS02001470.1	NW_020191554.1
chrUn_NW_020191555v1	NKLS02001471.1	NKLS02001471.1	NW_020191555.1
chrUn_NW_020191556v1	NKLS02001472.1	NKLS02001472.1	NW_020191556.1
chrUn_NW_020191557v1	NKLS02001473.1	NKLS02001473.1	NW_020191557.1
chrUn_NW_020191558v1	NKLS02001474.1	NKLS02001474.1	NW_020191558.1
chrUn_NW_020191559v1	NKLS02001475.1	NKLS02001475.1	NW_020191559.1
chrUn_NW_020191560v1	NKLS02001476.1	NKLS02001476.1	NW_020191560.1
chrUn_NW_020191561v1	NKLS02001477.1	NKLS02001477.1	NW_020191561.1
chrUn_NW_020191562v1	NKLS02001478.1	NKLS02001478.1	NW_020191562.1
chrUn_NW_020191563v1	NKLS02001479.1	NKLS02001479.1	NW_020191563.1
chrUn_NW_020191564v1	NKLS02001480.1	NKLS02001480.1	NW_020191564.1
chrUn_NW_020191565v1	NKLS02001481.1	NKLS02001481.1	NW_020191565.1
chrUn_NW_020191566v1	NKLS02001482.1	NKLS02001482.1	NW_020191566.1
chrUn_NW_020191567v1	NKLS02001483.1	NKLS02001483.1	NW_020191567.1
chrUn_NW_020191568v1	NKLS02001484.1	NKLS02001484.1	NW_020191568.1
chrUn_NW_020191569v1	NKLS02001485.1	NKLS02001485.1	NW_020191569.1
chrUn_NW_020191570v1	NKLS02001486.1	NKLS02001486.1	NW_020191570.1
chrUn_NW_020191571v1	NKLS02001487.1	NKLS02001487.1	NW_020191571.1
chrUn_NW_020191572v1	NKLS02001488.1	NKLS02001488.1	NW_020191572.1
chrUn_NW_020191573v1	NKLS02001489.1	NKLS02001489.1	NW_020191573.1
chrUn_NW_020191574v1	NKLS02001490.1	NKLS02001490.1	NW_020191574.1
chrUn_NW_020191575v1	NKLS02001491.1	NKLS02001491.1	NW_020191575.1
chrUn_NW_020191576v1	NKLS02001492.1	NKLS02001492.1	NW_020191576.1
chrUn_NW_020191577v1	NKLS02001493.1	NKLS02001493.1	NW_020191577.1
chrUn_NW_020191578v1	NKLS02001494.1	NKLS02001494.1	NW_020191578.1
chrUn_NW_020191579v1	NKLS02001495.1	NKLS02001495.1	NW_020191579.1
chrUn_NW_020191580v1	NKLS02001496.1	NKLS02001496.1	NW_020191580.1
chrUn_NW_020191581v1	NKLS02001497.1	NKLS02001497.1	NW_020191581.1
chrUn_NW_020191582v1	NKLS02001498.1	NKLS02001498.1	NW_020191582.1
chrUn_NW_020191583v1	NKLS02001499.1	NKLS02001499.1	NW_020191583.1
chrUn_NW_020191584v1	NKLS02001500.1	NKLS02001500.1	NW_020191584.1
chrUn_NW_020191585v1	NKLS02001501.1	NKLS02001501.1	NW_020191585.1
chrUn_NW_020191586v1	NKLS02001502.1	NKLS02001502.1	NW_020191586.1
chrUn_NW_020191587v1	NKLS02001503.1	NKLS02001503.1	NW_020191587.1
chrUn_NW_020191588v1	NKLS02001504.1	NKLS02001504.1	NW_020191588.1
chrUn_NW_020191589v1	NKLS02001505.1	NKLS02001505.1	NW_020191589.1
chrUn_NW_020191590v1	NKLS02001506.1	NKLS02001506.1	NW_020191590.1
chrUn_NW_020191591v1	NKLS02001507.1	NKLS02001507.1	NW_020191591.1
chrUn_NW_020191592v1	NKLS02001508.1	NKLS02001508.1	NW_020191592.1
chrUn_NW_020191593v1	NKLS02001509.1	NKLS02001509.1	NW_020191593.1
chrUn_NW_020191594v1	NKLS02001510.1	NKLS02001510.1	NW_020191594.1
chrUn_NW_020191595v1	NKLS02001511.1	NKLS02001511.1	NW_020191595.1
chrUn_NW_020191596v1	NKLS02001512.1	NKLS02001512.1	NW_020191596.1
chrUn_NW_020191597v1	NKLS02001513.1	NKLS02001513.1	NW_020191597.1
chrUn_NW_020191598v1	NKLS02001514.1	NKLS02001514.1	NW_020191598.1
chrUn_NW_020191599v1	NKLS02001515.1	NKLS02001515.1	NW_020191599.1
chrUn_NW_020191600v1	NKLS02001516.1	NKLS02001516.1	NW_020191600.1
chrUn_NW_020191601v1	NKLS02001517.1	NKLS02001517.1	NW_020191601.1
chrUn_NW_020191602v1	NKLS02001518.1	NKLS02001518.1	NW_020191602.1
chrUn_NW_020191603v1	NKLS02001519.1	NKLS02001519.1	NW_020191603.1
chrUn_NW_020191604v1	NKLS02001520.1	NKLS02001520.1	NW_020191604.1
chrUn_NW_020191605v1	NKLS02001521.1	NKLS02001521.1	NW_020191605.1
chrUn_NW_020191606v1	NKLS02001522.1	NKLS02001522.1	NW_020191606.1
chrUn_NW_020191607v1	NKLS02001523.1	NKLS02001523.1	NW_020191607.1
chrUn_NW_020191608v1	NKLS02001524.1	NKLS02001524.1	NW_020191608.1
chrUn_NW_020191609v1	NKLS02001525.1	NKLS02001525.1	NW_020191609.1
chrUn_NW_020191610v1	NKLS02001526.1	NKLS02001526.1	NW_020191610.1
chrUn_NW_020191611v1	NKLS02001527.1	NKLS02001527.1	NW_020191611.1
chrUn_NW_020191612v1	NKLS02001528.1	NKLS02001528.1	NW_020191612.1
chrUn_NW_020191613v1	NKLS02001529.1	NKLS02001529.1	NW_020191613.1
chrUn_NW_020191614v1	NKLS02001530.1	NKLS02001530.1	NW_020191614.1
chrUn_NW_020191615v1	NKLS02001531.1	NKLS02001531.1	NW_020191615.1
chrUn_NW_020191616v1	NKLS02001532.1	NKLS02001532.1	NW_020191616.1
chrUn_NW_020191617v1	NKLS02001533.1	NKLS02001533.1	NW_020191617.1
chrUn_NW_020191618v1	NKLS02001534.1	NKLS02001534.1	NW_020191618.1
chrUn_NW_020191619v1	NKLS02001535.1	NKLS02001535.1	NW_020191619.1
chrUn_NW_020191620v1	NKLS02001536.1	NKLS02001536.1	NW_020191620.1
chrUn_NW_020191621v1	NKLS02001537.1	NKLS02001537.1	NW_020191621.1
chrUn_NW_020191622v1	NKLS02001538.1	NKLS02001538.1	NW_020191622.1
chrUn_NW_020191623v1	NKLS02001539.1	NKLS02001539.1	NW_020191623.1
chrUn_NW_020191624v1	NKLS02001540.1	NKLS02001540.1	NW_020191624.1
chrUn_NW_020191625v1	NKLS02001541.1	NKLS02001541.1	NW_020191625.1
chrUn_NW_020191626v1	NKLS02001542.1	NKLS02001542.1	NW_020191626.1
chrUn_NW_020191627v1	NKLS02001543.1	NKLS02001543.1	NW_020191627.1
chrUn_NW_020191628v1	NKLS02001544.1	NKLS02001544.1	NW_020191628.1
chrUn_NW_020191629v1	NKLS02001545.1	NKLS02001545.1	NW_020191629.1
chrUn_NW_020191630v1	NKLS02001546.1	NKLS02001546.1	NW_020191630.1
chrUn_NW_020191631v1	NKLS02001547.1	NKLS02001547.1	NW_020191631.1
chrUn_NW_020191632v1	NKLS02001548.1	NKLS02001548.1	NW_020191632.1
chrUn_NW_020191633v1	NKLS02001549.1	NKLS02001549.1	NW_020191633.1
chrUn_NW_020191634v1	NKLS02001550.1	NKLS02001550.1	NW_020191634.1
chrUn_NW_020191635v1	NKLS02001551.1	NKLS02001551.1	NW_020191635.1
chrUn_NW_020191636v1	NKLS02001552.1	NKLS02001552.1	NW_020191636.1
chrUn_NW_020191637v1	NKLS02001553.1	NKLS02001553.1	NW_020191637.1
chrUn_NW_020191638v1	NKLS02001554.1	NKLS02001554.1	NW_020191638.1
chrUn_NW_020191639v1	NKLS02001555.1	NKLS02001555.1	NW_020191639.1
chrUn_NW_020191640v1	NKLS02001556.1	NKLS02001556.1	NW_020191640.1
chrUn_NW_020191641v1	NKLS02001557.1	NKLS02001557.1	NW_020191641.1
chrUn_NW_020191642v1	NKLS02001558.1	NKLS02001558.1	NW_020191642.1
chrUn_NW_020191643v1	NKLS02001559.1	NKLS02001559.1	NW_020191643.1
chrUn_NW_020191644v1	NKLS02001560.1	NKLS02001560.1	NW_020191644.1
chrUn_NW_020191645v1	NKLS02001561.1	NKLS02001561.1	NW_020191645.1
chrUn_NW_020191646v1	NKLS02001562.1	NKLS02001562.1	NW_020191646.1
chrUn_NW_020191647v1	NKLS02001563.1	NKLS02001563.1	NW_020191647.1
chrUn_NW_020191648v1	NKLS02001564.1	NKLS02001564.1	NW_020191648.1
chrUn_NW_020191649v1	NKLS02001565.1	NKLS02001565.1	NW_020191649.1
chrUn_NW_020191650v1	NKLS02001566.1	NKLS02001566.1	NW_020191650.1
chrUn_NW_020191651v1	NKLS02001567.1	NKLS02001567.1	NW_020191651.1
chrUn_NW_020191652v1	NKLS02001568.1	NKLS02001568.1	NW_020191652.1
chrUn_NW_020191653v1	NKLS02001569.1	NKLS02001569.1	NW_020191653.1
chrUn_NW_020191654v1	NKLS02001570.1	NKLS02001570.1	NW_020191654.1
chrUn_NW_020191655v1	NKLS02001571.1	NKLS02001571.1	NW_020191655.1
chrUn_NW_020191656v1	NKLS02001572.1	NKLS02001572.1	NW_020191656.1
chrUn_NW_020191657v1	NKLS02001573.1	NKLS02001573.1	NW_020191657.1
chrUn_NW_020191658v1	NKLS02001574.1	NKLS02001574.1	NW_020191658.1
chrUn_NW_020191659v1	NKLS02001575.1	NKLS02001575.1	NW_020191659.1
chrUn_NW_020191660v1	NKLS02001576.1	NKLS02001576.1	NW_020191660.1
chrUn_NW_020191661v1	NKLS02001577.1	NKLS02001577.1	NW_020191661.1
chrUn_NW_020191662v1	NKLS02001578.1	NKLS02001578.1	NW_020191662.1
chrUn_NW_020191663v1	NKLS02001579.1	NKLS02001579.1	NW_020191663.1
chrUn_NW_020191664v1	NKLS02001580.1	NKLS02001580.1	NW_020191664.1
chrUn_NW_020191665v1	NKLS02001581.1	NKLS02001581.1	NW_020191665.1
chrUn_NW_020191666v1	NKLS02001582.1	NKLS02001582.1	NW_020191666.1
chrUn_NW_020191667v1	NKLS02001583.1	NKLS02001583.1	NW_020191667.1
chrUn_NW_020191668v1	NKLS02001584.1	NKLS02001584.1	NW_020191668.1
chrUn_NW_020191669v1	NKLS02001585.1	NKLS02001585.1	NW_020191669.1
chrUn_NW_020191670v1	NKLS02001586.1	NKLS02001586.1	NW_020191670.1
chrUn_NW_020191671v1	NKLS02001587.1	NKLS02001587.1	NW_020191671.1
chrUn_NW_020191672v1	NKLS02001588.1	NKLS02001588.1	NW_020191672.1
chrUn_NW_020191673v1	NKLS02001589.1	NKLS02001589.1	NW_020191673.1
chrUn_NW_020191674v1	NKLS02001590.1	NKLS02001590.1	NW_020191674.1
chrUn_NW_020191675v1	NKLS02001591.1	NKLS02001591.1	NW_020191675.1
chrUn_NW_020191676v1	NKLS02001592.1	NKLS02001592.1	NW_020191676.1
chrUn_NW_020191677v1	NKLS02001593.1	NKLS02001593.1	NW_020191677.1
chrUn_NW_020191678v1	NKLS02001594.1	NKLS02001594.1	NW_020191678.1
chrUn_NW_020191679v1	NKLS02001595.1	NKLS02001595.1	NW_020191679.1
chrUn_NW_020191680v1	NKLS02001596.1	NKLS02001596.1	NW_020191680.1
chrUn_NW_020191681v1	NKLS02001597.1	NKLS02001597.1	NW_020191681.1
chrUn_NW_020191682v1	NKLS02001598.1	NKLS02001598.1	NW_020191682.1
chrUn_NW_020191683v1	NKLS02001599.1	NKLS02001599.1	NW_020191683.1
chrUn_NW_020191684v1	NKLS02001600.1	NKLS02001600.1	NW_020191684.1
chrUn_NW_020191685v1	NKLS02001601.1	NKLS02001601.1	NW_020191685.1
chrUn_NW_020191686v1	NKLS02001602.1	NKLS02001602.1	NW_020191686.1
chrUn_NW_020191687v1	NKLS02001603.1	NKLS02001603.1	NW_020191687.1
chrUn_NW_020191688v1	NKLS02001604.1	NKLS02001604.1	NW_020191688.1
chrUn_NW_020191689v1	NKLS02001605.1	NKLS02001605.1	NW_020191689.1
chrUn_NW_020191690v1	NKLS02001606.1	NKLS02001606.1	NW_020191690.1
chrUn_NW_020191691v1	NKLS02001607.1	NKLS02001607.1	NW_020191691.1
chrUn_NW_020191692v1	NKLS02001608.1	NKLS02001608.1	NW_020191692.1
chrUn_NW_020191693v1	NKLS02001609.1	NKLS02001609.1	NW_020191693.1
chrUn_NW_020191694v1	NKLS02001610.1	NKLS02001610.1	NW_020191694.1
chrUn_NW_020191695v1	NKLS02001611.1	NKLS02001611.1	NW_020191695.1
chrUn_NW_020191696v1	NKLS02001612.1	NKLS02001612.1	NW_020191696.1
chrUn_NW_020191697v1	NKLS02001613.1	NKLS02001613.1	NW_020191697.1
chrUn_NW_020191698v1	NKLS02001614.1	NKLS02001614.1	NW_020191698.1
chrUn_NW_020191699v1	NKLS02001615.1	NKLS02001615.1	NW_020191699.1
chrUn_NW_020191700v1	NKLS02001616.1	NKLS02001616.1	NW_020191700.1
chrUn_NW_020191701v1	NKLS02001617.1	NKLS02001617.1	NW_020191701.1
chrUn_NW_020191702v1	NKLS02001618.1	NKLS02001618.1	NW_020191702.1
chrUn_NW_020191703v1	NKLS02001619.1	NKLS02001619.1	NW_020191703.1
chrUn_NW_020191704v1	NKLS02001620.1	NKLS02001620.1	NW_020191704.1
chrUn_NW_020191705v1	NKLS02001621.1	NKLS02001621.1	NW_020191705.1
chrUn_NW_020191706v1	NKLS02001622.1	NKLS02001622.1	NW_020191706.1
chrUn_NW_020191707v1	NKLS02001623.1	NKLS02001623.1	NW_020191707.1
chrUn_NW_020191708v1	NKLS02001624.1	NKLS02001624.1	NW_020191708.1
chrUn_NW_020191709v1	NKLS02001625.1	NKLS02001625.1	NW_020191709.1
chrUn_NW_020191710v1	NKLS02001626.1	NKLS02001626.1	NW_020191710.1
chrUn_NW_020191711v1	NKLS02001627.1	NKLS02001627.1	NW_020191711.1
chrUn_NW_020191712v1	NKLS02001628.1	NKLS02001628.1	NW_020191712.1
chrUn_NW_020191713v1	NKLS02001629.1	NKLS02001629.1	NW_020191713.1
chrUn_NW_020191714v1	NKLS02001630.1	NKLS02001630.1	NW_020191714.1
chrUn_NW_020191715v1	NKLS02001631.1	NKLS02001631.1	NW_020191715.1
chrUn_NW_020191716v1	NKLS02001632.1	NKLS02001632.1	NW_020191716.1
chrUn_NW_020191717v1	NKLS02001633.1	NKLS02001633.1	NW_020191717.1
chrUn_NW_020191718v1	NKLS02001634.1	NKLS02001634.1	NW_020191718.1
chrUn_NW_020191719v1	NKLS02001635.1	NKLS02001635.1	NW_020191719.1
